pick_id,year,resolved,owner,value,error
Los_Angeles_Clippers_2028_2,2028,False,,,unprocessed
Oklahoma_City_Thunder_2030_2,2030,True,Oklahoma City Thunder,0.011529602,
Brooklyn_Nets_2031_1,2031,True,Brooklyn Nets,0.47681822031199994,
Oklahoma_City_Thunder_2027_1,2027,False,,,unprocessed
Brooklyn_Nets_2026_2,2026,True,Brooklyn Nets,0.08,
Denver_Nuggets_2032_2,2032,True,Denver Nuggets,0.07972581427775999,
Los_Angeles_Lakers_2029_2,2029,True,Washington Wizards,0.03058874,
Phoenix_Suns_2026_1,2026,True,Phoenix Suns,0.35,
Portland_Trail_Blazers_2028_2,2028,False,,,'Portland_Trail_Blazers_2028_1'
Phoenix_Suns_2031_2,2031,True,Charlotte Hornets,0.06327445577600001,
Los_Angeles_Lakers_2032_1,2032,True,Los Angeles Lakers,0.15502241665119998,
Dallas_Mavericks_2026_2,2026,True,Oklahoma City Thunder,0.075,
Milwaukee_Bucks_2028_1,2028,False,,,unprocessed
Dallas_Mavericks_2031_1,2031,True,Dallas Mavericks,0.15818613943999998,
Cleveland_Cavaliers_2032_1,2032,True,Cleveland Cavaliers,0.20374374759872,
Chicago_Bulls_2028_2,2028,True,Chicago Bulls,0.07203,
Indiana_Pacers_2029_1,2029,True,Indiana Pacers,0.6282456599999999,
Detroit_Pistons_2030_1,2030,True,Detroit Pistons,0.46118407999999994,
Boston_Celtics_2030_2,2030,True,Brooklyn Nets,0.06687169159999999,
New_Orleans_Pelicans_2028_1,2028,True,New Orleans Pelicans,0.578641,
Boston_Celtics_2027_1,2027,True,Boston Celtics,0.18375,
Detroit_Pistons_2027_2,2027,True,Detroit Pistons,0.01225,
Cleveland_Cavaliers_2029_2,2029,True,Atlanta Hawks,0.0352947,
Indiana_Pacers_2032_2,2032,True,Indiana Pacers,0.03543369523456,
Houston_Rockets_2032_1,2032,True,Houston Rockets,0.25025047259407995,
Charlotte_Hornets_2028_2,2028,False,,,unprocessed
San_Antonio_Spurs_2032_2,2032,True,San Antonio Spurs,0.019931453569439997,
Utah_Jazz_2026_2,2026,True,San Antonio Spurs,0.09,
Houston_Rockets_2029_2,2029,True,Washington Wizards,0.02117682,
Miami_Heat_2027_2,2027,True,Oklahoma City Thunder,0.053899999999999997,
Memphis_Grizzlies_2028_1,2028,True,Memphis Grizzlies,0.6410669999999999,
Utah_Jazz_2031_1,2031,True,Utah Jazz,0.298293862944,
Golden_State_Warriors_2028_1,2028,True,Golden State Warriors,0.9603999999999999,
San_Antonio_Spurs_2029_1,2029,True,San Antonio Spurs,0.12235496,
Miami_Heat_2030_1,2030,True,Miami Heat,0.3043814928,
Toronto_Raptors_2027_1,2027,True,Toronto Raptors,0.24009999999999998,
Philadelphia_76ers_2026_2,2026,True,Phoenix Suns,0.0475,
Orlando_Magic_2028_2,2028,True,Orlando Magic,0.026410999999999997,
New_York_Knicks_2029_1,2029,True,Brooklyn Nets,0.56706818,
Philadelphia_76ers_2031_1,2031,True,Philadelphia 76ers,0.26665663505599996,
Sacramento_Kings_2029_1,2029,True,Sacramento Kings,0.35294699999999996,
Minnesota_Timberwolves_2028_2,2028,True,San Antonio Spurs,0.021608999999999996,
Toronto_Raptors_2030_2,2030,True,Toronto Raptors,0.025365124399999998,
Atlanta_Hawks_2030_2,2030,True,Atlanta Hawks,0.036894726399999994,
Washington_Wizards_2027_1,2027,True,Washington Wizards,0.4214,
Atlanta_Hawks_2027_1,2027,True,San Antonio Spurs,0.2646,
New_York_Knicks_2032_2,2032,True,New York Knicks,0.06422357261263999,
Sacramento_Kings_2032_2,2032,True,Sacramento Kings,0.04872133094751999,
Washington_Wizards_2030_2,2030,True,Philadelphia 76ers,0.020753283599999995,
Charlotte_Hornets_2031_1,2031,True,Charlotte Hornets,0.207901783264,
Miami_Heat_2032_1,2032,True,Miami Heat,0.8858423808639999,
Charlotte_Hornets_2026_2,2026,True,Sacramento Kings,0.0725,
Houston_Rockets_2027_2,2027,True,Houston Rockets,0.026949999999999998,
Memphis_Grizzlies_2031_2,2031,True,Memphis Grizzlies,0.081352871712,
Utah_Jazz_2028_2,2028,True,Oklahoma City Thunder,0.076832,
San_Antonio_Spurs_2030_2,2030,True,San Antonio Spurs,0.03458880599999999,
Miami_Heat_2029_2,2029,True,Oklahoma City Thunder,0.01647086,
Golden_State_Warriors_2031_2,2031,True,Minnesota Timberwolves,0.07909306971999999,
Memphis_Grizzlies_2026_1,2026,True,Memphis Grizzlies,0.43,
Houston_Rockets_2030_1,2030,True,Houston Rockets,0.2121446768,
Golden_State_Warriors_2026_1,2026,True,Golden State Warriors,0.33,
San_Antonio_Spurs_2027_1,2027,True,Oklahoma City Thunder,0.13965,
New_York_Knicks_2030_2,2030,True,Portland Trail Blazers,0.062259850799999995,
Minnesota_Timberwolves_2031_1,2031,True,Sacramento Kings,0.149146931472,
Toronto_Raptors_2029_1,2029,True,Toronto Raptors,0.1882384,
Washington_Wizards_2032_2,2032,True,Washington Wizards,0.03321908928239999,
Philadelphia_76ers_2028_2,2028,False,,,'Philadelphia_76ers_2028_1'
Orlando_Magic_2026_2,2026,True,Orlando Magic,0.03,
Sacramento_Kings_2030_2,2030,True,San Antonio Spurs,0.08301313439999998,
New_York_Knicks_2027_1,2027,True,Brooklyn Nets,0.7595,
Atlanta_Hawks_2032_2,2032,True,Atlanta Hawks,0.05979436070832,
Orlando_Magic_2031_1,2031,True,Orlando Magic,0.140107723504,
Sacramento_Kings_2027_1,2027,True,Sacramento Kings,0.2107,
Minnesota_Timberwolves_2026_2,2026,True,Washington Wizards,0.035,
Washington_Wizards_2029_1,2029,True,Washington Wizards,0.52706752,
Toronto_Raptors_2032_2,2032,True,Toronto Raptors,0.0221460595216,
Atlanta_Hawks_2029_1,2029,True,Atlanta Hawks,0.11059005999999999,
Los_Angeles_Lakers_2030_1,2030,True,Los Angeles Lakers,0.19830915439999997,
Los_Angeles_Clippers_2031_1,2031,True,Los Angeles Clippers,0.5061956462080001,
Oklahoma_City_Thunder_2029_1,2029,True,Oklahoma City Thunder,0.14588475999999997,
Brooklyn_Nets_2028_2,2028,True,Brooklyn Nets,0.06962899999999998,
Los_Angeles_Lakers_2027_2,2027,True,Brooklyn Nets,0.04165,
Portland_Trail_Blazers_2031_1,2031,True,Portland Trail Blazers,0.12880871354399998,
Denver_Nuggets_2030_2,2030,True,Oklahoma City Thunder,0.0438124876,
Phoenix_Suns_2028_1,2028,False,,,unprocessed
Portland_Trail_Blazers_2026_2,2026,True,San Antonio Spurs,0.0625,
Oklahoma_City_Thunder_2032_2,2032,True,Oklahoma City Thunder,0.024360665473759997,
Dallas_Mavericks_2028_2,2028,True,Indiana Pacers,0.055223,
Milwaukee_Bucks_2026_1,2026,True,Milwaukee Bucks,0.295,
Chicago_Bulls_2031_1,2031,True,Chicago Bulls,0.244058615136,
Indiana_Pacers_2030_2,2030,True,Indiana Pacers,0.018447363199999997,
Milwaukee_Bucks_2031_2,2031,True,Charlotte Hornets,0.061014653784,
Boston_Celtics_2032_2,2032,True,Boston Celtics,0.039862907138879994,
Detroit_Pistons_2032_1,2032,True,Detroit Pistons,0.10408647975151998,
Indiana_Pacers_2027_1,2027,True,Indiana Pacers,0.1617,
Chicago_Bulls_2026_2,2026,True,Houston Rockets,0.055,
Cleveland_Cavaliers_2030_1,2030,True,Cleveland Cavaliers,0.27209860719999995,
New_Orleans_Pelicans_2026_1,2026,True,Atlanta Hawks,0.775,
Boston_Celtics_2029_1,2029,True,Portland Trail Blazers,0.27765164,
Detroit_Pistons_2029_2,2029,True,Sacramento Kings,0.0470596,
New_Orleans_Pelicans_2031_2,2031,True,Orlando Magic,0.024857821912,
Cleveland_Cavaliers_2027_2,2027,True,Minnesota Timberwolves,0.03185,
Minnesota_Timberwolves_2027_1,2027,True,Utah Jazz,0.34299999999999997,
Orlando_Magic_2030_2,2030,True,New Orleans Pelicans,0.0161414428,
Sacramento_Kings_2026_2,2026,True,Sacramento Kings,0.0675,
New_York_Knicks_2026_2,2026,True,New York Knicks,0.0275,
Philadelphia_76ers_2029_1,2029,True,Los Angeles Clippers,0.23059203999999997,
Orlando_Magic_2027_1,2027,True,Orlando Magic,0.17149999999999999,
Sacramento_Kings_2031_1,2031,True,San Antonio Spurs,0.45196039839999996,
Minnesota_Timberwolves_2030_2,2030,True,Detroit Pistons,0.013835522399999998,
Toronto_Raptors_2028_2,2028,True,Toronto Raptors,0.021608999999999996,
New_York_Knicks_2031_1,2031,True,Brooklyn Nets,0.413543764536,
Atlanta_Hawks_2028_2,2028,True,Brooklyn Nets,0.031212999999999998,
Philadelphia_76ers_2032_2,2032,True,Philadelphia 76ers,0.05093593689968,
Washington_Wizards_2028_2,2028,True,Orlando Magic,0.060024999999999995,
Charlotte_Hornets_2027_1,2027,True,Charlotte Hornets,0.44835,
Utah_Jazz_2032_2,2032,True,Washington Wizards,0.013287635712959997,
Charlotte_Hornets_2030_2,2030,True,Charlotte Hornets,0.0322828856,
San_Antonio_Spurs_2026_2,2026,False,,,'Indiana_Pacers_2026_2'
Golden_State_Warriors_2027_2,2027,True,Philadelphia 76ers,0.0735,
Memphis_Grizzlies_2027_2,2027,True,Houston Rockets,0.04655,
Houston_Rockets_2031_2,2031,True,Atlanta Hawks,0.047455841831999995,
Golden_State_Warriors_2030_1,2030,True,Golden State Warriors,0.368947264,
San_Antonio_Spurs_2031_1,2031,True,Sacramento Kings,0.25535762509599996,
Miami_Heat_2028_1,2028,True,Miami Heat,0.259308,
Houston_Rockets_2026_1,2026,True,Oklahoma City Thunder,0.155,
Memphis_Grizzlies_2030_1,2030,True,Memphis Grizzlies,0.34588805999999994,
Utah_Jazz_2029_1,2029,True,Utah Jazz,0.43059534,
Chicago_Bulls_2027_1,2027,True,Chicago Bulls,0.98,
Milwaukee_Bucks_2030_1,2030,True,Portland Trail Blazers,0.5557268164,
Chicago_Bulls_2030_2,2030,True,Chicago Bulls,0.06917761199999999,
Indiana_Pacers_2031_1,2031,True,Indiana Pacers,0.33897029879999996,
Milwaukee_Bucks_2027_2,2027,True,Detroit Pistons,0.056350000000000004,
Dallas_Mavericks_2029_1,2029,True,Houston Rockets,0.25412184,
New_Orleans_Pelicans_2030_1,2030,True,New Orleans Pelicans,0.2605690051999999,
Detroit_Pistons_2028_1,2028,True,Detroit Pistons,0.23529799999999998,
Boston_Celtics_2028_2,2028,False,,,'if_not_triggered_to'
Cleveland_Cavaliers_2031_2,2031,True,Boston Celtics,0.031637227888000004,
New_Orleans_Pelicans_2027_2,2027,False,,,'Portland_Trail_Blazers_2027_2'
Dallas_Mavericks_2032_2,2032,True,Dallas Mavericks,0.03100448333024,
Los_Angeles_Lakers_2026_1,2026,True,Los Angeles Lakers,0.175,
Brooklyn_Nets_2029_1,2029,True,Brooklyn Nets,0.32941719999999997,
Los_Angeles_Clippers_2030_2,2030,True,Charlotte Hornets,0.0760953732,
Oklahoma_City_Thunder_2028_2,2028,True,Oklahoma City Thunder,0.036015,
Phoenix_Suns_2032_1,2032,True,Phoenix Suns,0.15,
Los_Angeles_Lakers_2031_2,2031,True,Brooklyn Nets,0.01129900996,
Los_Angeles_Clippers_2027_1,2027,False,,,'Denver_Nuggets_2027_1'
Denver_Nuggets_2026_2,2026,True,Minnesota Timberwolves,0.0175,
Brooklyn_Nets_2032_2,2032,True,Brooklyn Nets,0.04207751309104,
Portland_Trail_Blazers_2027_1,2027,True,Portland Trail Blazers,0.25235,
Phoenix_Suns_2029_2,2029,True,Phoenix Suns,0.028235759999999995,
Denver_Nuggets_2031_1,2031,True,Denver Nuggets,0.16948514939999998,
Portland_Trail_Blazers_2030_2,2030,True,Washington Wizards,0.020753283599999995,
Chicago_Bulls_2029_1,2029,True,Chicago Bulls,0.4494191799999999,
Indiana_Pacers_2028_2,2028,True,New York Knicks,0.02401,
Dallas_Mavericks_2030_2,2030,True,Brooklyn Nets,0.048424328399999994,
New_Orleans_Pelicans_2032_1,2032,True,New Orleans Pelicans,0.38091222377151995,
Milwaukee_Bucks_2029_2,2029,True,Detroit Pistons,0.06823641999999999,
Dallas_Mavericks_2027_1,2027,True,Charlotte Hornets,0.5488000000000001,
Chicago_Bulls_2032_2,2032,True,Chicago Bulls,0.046506724995359995,
Cleveland_Cavaliers_2028_1,2028,True,Cleveland Cavaliers,0.20648599999999998,
Detroit_Pistons_2026_1,2026,True,Detroit Pistons,0.1175,
New_Orleans_Pelicans_2029_2,2029,True,San Antonio Spurs,0.0235298,
Milwaukee_Bucks_2032_1,2032,True,Milwaukee Bucks,0.19045611188575998,
Boston_Celtics_2031_1,2031,True,Boston Celtics,0.38868594262399997,
Detroit_Pistons_2031_2,2031,True,Detroit Pistons,0.013558811951999998,
Los_Angeles_Lakers_2028_1,2028,True,Los Angeles Lakers,0.297724,
Brooklyn_Nets_2027_1,2027,True,Houston Rockets,0.49,
Oklahoma_City_Thunder_2026_2,2026,True,Washington Wizards,0.0225,
Portland_Trail_Blazers_2032_2,2032,True,Portland Trail Blazers,0.055365148803999994,
Brooklyn_Nets_2030_2,2030,True,Brooklyn Nets,0.05764800999999999,
Los_Angeles_Clippers_2029_1,2029,True,Philadelphia 76ers,0.26588673999999995,
Oklahoma_City_Thunder_2031_1,2031,True,Oklahoma City Thunder,0.19434297131199998,
Denver_Nuggets_2028_2,2028,True,Washington Wizards,0.019208,
Phoenix_Suns_2030_1,2030,True,Washington Wizards,0.44043079639999994,
Portland_Trail_Blazers_2029_1,2029,True,Portland Trail Blazers,0.49647877999999995,
Phoenix_Suns_2027_2,2027,True,Washington Wizards,0.0441,
Los_Angeles_Clippers_2032_2,2032,True,Los Angeles Clippers,0.06200896666048,
Minnesota_Timberwolves_2029_1,2029,True,Utah Jazz,0.16470859999999998,
Toronto_Raptors_2031_1,2031,True,Toronto Raptors,0.36156831872,
Philadelphia_76ers_2030_2,2030,True,Dallas Mavericks,0.05534208959999999,
Sacramento_Kings_2028_2,2028,True,Portland Trail Blazers,0.079233,
New_York_Knicks_2028_2,2028,False,,,unprocessed
Philadelphia_76ers_2027_1,2027,False,,,'if_triggered_to'
Orlando_Magic_2029_1,2029,True,Orlando Magic,0.29176951999999995,
Toronto_Raptors_2026_2,2026,True,Toronto Raptors,0.025,
Minnesota_Timberwolves_2032_2,2032,True,Minnesota Timberwolves,0.01771684761728,
Washington_Wizards_2031_1,2031,True,Washington Wizards,0.280215447008,
Atlanta_Hawks_2026_2,2026,True,Brooklyn Nets,0.0325,
Orlando_Magic_2032_2,2032,True,Orlando Magic,0.06643817856479999,
Washington_Wizards_2026_2,2026,True,New York Knicks,0.0825,
Atlanta_Hawks_2031_1,2031,True,Atlanta Hawks,0.232759605176,
Golden_State_Warriors_2032_1,2032,True,Golden State Warriors,0.5912997892267199,
Charlotte_Hornets_2029_1,2029,True,Charlotte Hornets,0.3764768,
Memphis_Grizzlies_2032_1,2032,True,Memphis Grizzlies,0.29232798568512,
San_Antonio_Spurs_2028_2,2028,True,San Antonio Spurs,0.016807,
Miami_Heat_2031_2,2031,True,Washington Wizards,0.072313663744,
Golden_State_Warriors_2029_2,2029,True,Brooklyn Nets,0.06588344,
Charlotte_Hornets_2032_2,2032,True,Charlotte Hornets,0.01550224166512,
Memphis_Grizzlies_2029_2,2029,True,Brooklyn Nets,0.08235429999999999,
Utah_Jazz_2030_2,2030,True,Utah Jazz,0.023059204,
